Dolphin ID,Dolphin Name,Temporary Dolphin Ind,Sex,Sex Certainty,Mother ID,Father ID,Father ID Certainty,Father Notes,Haplotype,Haplotype Certainty,Haplotype Kin ID Based On,Haplotype Kin DNA Sample Based On,Haplotype Researcher,Haplotype Notes,Birth Date Accuracy,Birth Date,Birth Date Earliest,Birth Date Latest,Birth Date Primary Reason,Birth Date Secondary Reason,Birth Date Primary Assigner,Birth Date Secondary Assigner,Birth Notes,Death Date Accuracy,Death Date,Death Date Primary Reason,Death Date Secondary Reason,Death Date Calc Type,Death Date Primary Assigner,Death Date Secondary Assigner,Death Notes,Weaning Date Accuracy,Weaning Date,Weaning Date Primary Reason,Weaning Date Secondary Reason,Weaning Date Calc Type,Weaning Date Primary Assigner,Weaning Date Secondary Assigner,Weaning Age Known,Weaning Notes,Last Seen Year,Dolphin Notes
SBI,SHINOBI,False,MALE,LOW,,,,,,,,,,,YEAR ESTIMATE,1985-11-01,,,ALLIANCE,,SAS,,,,,,,,,,,,,,,,,,,,,
SBO,SQUIBEAU,False,MALE,HIGH,,,,,E,,,,,,YEAR ESTIMATE,1993-11-01,1992-11-01,1993-11-01,SSSS,,,,,MONTH ESTIMATE,2009-05-01,SIGHTED OFTEN PREVIOUSLY,,DEFAULT DATE,EK,JM,,,,,,,,,,,2007,
SBY,SKARBABY,False,,,SKA,,,,,,,,,,YEAR ESTIMATE,1982-11-01,,,MOTHER FIRST SIGHT WITH CALF,,JM,,SCARBABY LOOKS BIG JUDGING BY 1984 PHOTO - LOOKS LIKE AT LEAST A 2 YEAR OLD. (COMMENT JM),MONTH ESTIMATE,1985-05-01,MOTHER CALF NOT SIGHTED SINCE,BIRTH DATE UNCERTAIN,DEFAULT DATE,JM,,SBY distinctive so would have recognized if sighted post weaning.,,,,,,,,NO,,1984,
SCA,SCALLOP,False,FEMALE,HIGH,,,,,E,,,,,,YEAR ESTIMATE,1977-11-01,1975-11-01,1977-11-01,SSSS,REPRODUCTIVE AGE,EK,JM,,,,,,,,,,,,,,,,,,,2007,
SCE,SPICULE,False,,,SPO,,,haplotype assigned based on haplotype of mother,H,,,,,,MONTH ESTIMATE,1989-11-01,1989-09-01,1989-12-01,SPRING SUMMER YOY,,KAW,,LOOKS A YEAR OLD,,,SIGHTING RECORD POOR,GAP,,JM,,do not know if alive or dead because spo not seen for 6 year. SVD is possible candidate as birthdate matches up as does df shape.,,,,,,,,NO,DON'T KNOW IF ALIVE OR DEAD BECAUSE SPO NOT SEEN FOR 6 YEAR.,1990,
SCH,SCHROEDER,False,FEMALE,HIGH,,,,haplotype assigned based on haplotype of offspring,H,,,,,,YEAR ESTIMATE,1982-11-01,1980-11-01,1985-11-01,SSSS,REPRODUCTIVE AGE,EK,JM,,YEAR ESTIMATE,2018-05-01,OVER 3 YEARS,,DEFAULT DATE,JM,VF,Last seen 3-Jun-15 and over 30yrs old,,,,,,,,,,2006,
SCL,SCUTTLE,False,UNKNOWN,,URS,,,,,,,,,,MONTH ESTIMATE,2013-11-01,2013-10-01,2014-01-01,SPRING SUMMER YOY,,JM,,definitely a yoy (EMP),,,,,,,,,,,,,,,,,,,entered by CBK
SCM,SCAM,False,MALE,HIGH,SCU,,,,E,,SHO,,,,WEEK ESTIMATE,1996-12-31,,,INFANT FIRST SIGHT,,KH,,YOY; FETAL MARKS - SMOOTH; CHIN-SLAP SURFACINGS;,,,,,,,,,MONTH ESTIMATE,2004-03-30,REDUCED MC ASSOCIATION,,MIDPOINT,JM,,YES,MIDPOINT,2004,
SCN,SCORN,False,,,,,,,,,,,,,,1986-11-01,,,ASSIGNED 10 YRS,,,,,,,,,,,,,,,,,,,,,,1996,
SCO,SCOOBYDOO,False,,,,,,,,,,,,,,1976-11-01,,,91CAT,ASSIGNED 10 YRS,,,,,,,,,,,,,,,,,,,,,,
SCP,SCORPIO,True,MALE,LOW,,,,,,,,,,,YEAR ESTIMATE,1973-11-01,1970-11-01,1977-11-01,SSSS,,EK,,EK estimated 25-32 years in 2003 based on speckles,YEAR ESTIMATE,2008-05-01,OVER 3 YEARS,,DEFAULT DATE,EK,JM,,,,,,,,,,,,
SCR,SCRATCHES,False,FEMALE,HIGH,,,,,,,,,,,YEAR ESTIMATE,1980-11-01,1979-11-01,1981-11-01,SSSS,91CAT,EK,JM,Speckles and size and consortships all match up.,MONTH ESTIMATE,1995-05-01,SIGHTED OFTEN PREVIOUSLY,OVER 3 YEARS,DEFAULT DATE,EK,JM,Seen frequently so sure of death date estimate.,,,,,,,,,,1994,
SCS,SANTA CLAUS,True,FEMALE,HIGH,,,,,,,,,,,YEAR ESTIMATE,1991-11-01,,,REPRODUCTIVE AGE,,SAS,,We can not give a range because photos are too poor.,,,,,,,,,,,,,,,,,,,
SCT,SCOOTER,False,FEMALE,HIGH,,,,haplotype assigned based on haplotype of offspring,C,,,,,,YEAR ESTIMATE,1987-11-01,1984-11-01,1987-11-01,SSSS,REPRODUCTIVE AGE,EK,JM,Was with males in 1996 so we think she might be a little older than 1987 bday.,,,,,,,,,,,,,,,,,,2004,
SCU,SCUP,False,FEMALE,HIGH,,,,haplotype assigned based on haplotype of offspring,E,,,,,,YEAR ESTIMATE,1972-11-01,1969-11-01,1974-11-01,SSSS,91CAT,EK,JM,,YEAR ESTIMATE,2012-11-01,OVER 3 YEARS,OVER 3 YEARS,DEFAULT DATE,EK,JM,Two year gap in her sightings.,,,,,,,,,,2004,
SCY,SCYTHE,True,FEMALE,HIGH,,,,,,,,,,,YEAR ESTIMATE,1983-11-01,1975-11-01,1983-11-01,REPRODUCTIVE AGE,,EK,JM,Photos not good enough to get better estimate but PTS is her calf and born around 1995.,YEAR ESTIMATE,2012-05-01,OVER 3 YEARS,,DEFAULT DATE,EK,JM,Some 2 yr gaps in sightings but not seen for 8 years.,,,,,,,,,,,
SDD,SHODDY,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDF,SANDFLY,False,UNKNOWN,,MOZ,,,maternal relative,E,,,,,,DAY ESTIMATE,2011-10-21,,,,,EK,,"folds, lumpy, df erect, trailing edge wavy, sunken at neck, chin-slapping, synch w mom, most ech",MONTH ESTIMATE,2012-04-02,DEAD PREWEANING,,MIDPOINT,JM,,,,,,,,,,,,,
SDG,SNOOPDOG,False,MALE,HIGH,COI,,,maternal relative,D,,,,,,DAY ESTIMATE,2011-11-24,2011-11-23,2011-11-25,,,EK,,,,,,,,,,,MONTH ESTIMATE,2016-01-10,REDUCED MC ASSOCIATION,,MIDPOINT,JM,,YES,,,5-7 days old
SEB,SEABISCUIT,False,,,COL,,,,,,,,,,MONTH ESTIMATE,2002-11-01,2002-11-01,2003-01-15,SPRING SUMMER YOY,,LAB,,"LAB NOTED ON FIRST SITE THAT CALF WAS TINY, A YOY",YEAR ESTIMATE,2004-05-01,MOTHER CALF NOT SIGHTED SINCE,,DEFAULT DATE,JM,,,,,,,,,,NO,"ALTHOUGH COL WASN'T SEEN SINCE 98, NOTES OF CALF SIZE STATE IT IS A YOY",2003,
SEC,SPECTRE,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEM,SEMOLINA,False,,,WHE,,,,E,HIGH,WHE,,,,MONTH ESTIMATE,2017-11-01,2017-09-01,2018-02-01,SPRING SUMMER YOY,,VF,JM,estimated 1.5 yrs,,,,,,,,,,,,,,,,,,,
SEN,SEANCE,False,UNKNOWN,,BAD,,,haplotype assigned based on haplotype of mother,E,,,,,,WEEK ESTIMATE,2009-10-15,2009-10-01,2009-10-20,,,MAS,,,MONTH ESTIMATE,2010-03-17,SIBLING BIRTH,,MIDPOINT,SAS,,,,,,,,,,,,,"estimated 3 weeks, stripes and going in bp for short periods."
SEQ,SEQUEL,False,FEMALE,HIGH,EQU,,,haplotype assigned based on haplotype of mother,C,,,,,,MONTH ESTIMATE,1999-03-01,,,INFANT FIRST SIGHT,,JM,,NO NOTES ON SIZE; PHOTO SHOWS CALF AS PLUMP WITH FETAL LINES STILL VISIBLE (JM); RCC ON 19JUL01 - 1.5 - 2.5 YRS OLD,YEAR ESTIMATE,2017-05-01,OVER 3 YEARS,SIGHTED OFTEN PREVIOUSLY,DEFAULT DATE,JM,VF,Last seen 13-Oct-16,MONTH ESTIMATE,2006-01-12,REDUCED MC ASSOCIATION,,MIDPOINT,SAS,,YES,"late weaner, possibly last calf of EQU",2003,
SER,SERRATE,False,FEMALE,HIGH,,,,,,,,,,,YEAR ESTIMATE,1981-11-01,1980-11-01,1982-11-01,SSSS,91CAT,EK,JM,No speckles in 1991. We think her age is pretty accurate.,YEAR ESTIMATE,1996-05-01,OVER 3 YEARS,,DEFAULT DATE,EK,JM,Distinctive enough so it does not seem we would have lost track of her.,,,,,,,,,,1991,
SEV,SEVEN,False,MALE,HIGH,BLB,,,,H,,,,,,MONTH ESTIMATE,1993-11-01,,,SSSS,,JM,,"Seen with BLB in 1996 and 1997 but not BP. Based on SME age, SEV must have been born 1993 because CHS born in 1997.",,,,,,,,,WEEK ESTIMATE,1997-09-30,SIBLING BIRTH,,MIDPOINT,JM,,NO,"SEV seen twice with BLB only and never BP, as maternity determined by genetics. But since CHS born, must have been weaned in late 1997.",2007,
SGG,SNUGGIE,False,FEMALE,HIGH,BLK,,,maternal relative,A,,,,,,WEEK ESTIMATE,2013-08-01,2013-07-15,2013-08-15,,,MMW,,,,,,,,,,,MONTH ESTIMATE,2018-08-10,END BP,REDUCED MC ASSOCIATION,MIDPOINT,JM,,YES,,,"~1 month, really marked fetal lines; Entered by CBK"
SHA,SHAVE,False,MALE,HIGH,,,,,,,,,,,YEAR ESTIMATE,1977-11-01,1974-11-01,1977-11-01,SSSS,91CAT,EK,JM,,MONTH ESTIMATE,1992-05-01,SIGHTED OFTEN PREVIOUSLY,,DEFAULT DATE,EK,JM,,,,,,,,,,,1991,
SHB,SCHUBERT,False,FEMALE,HIGH,SCH,,,maternal relative,H,,,,,,MONTH ESTIMATE,2003-11-01,,,SPRING SUMMER YOY,,RCC,,YOY,,,,,,,,,YEAR ESTIMATE,2007-10-21,SIBLING BIRTH,,,,,NO,MIDPOINT BETWEEN SIB BIRTH AND LAST SIGHT TOGETHER,2006,
SHC,SHOCK,False,FEMALE,HIGH,SUR,BOT,,,A,,,,,,DAY ESTIMATE,1994-10-25,,,INFANT FIRST SIGHT,,DIC,,2-3 DAYS OLD; FETAL FOLDS AND LUMPY; CORK -UP AND CHIN-SLAP SURFACINGS; NO BP,DAY ESTIMATE,2018-07-27,SIGHTED OFTEN PREVIOUSLY,,OTHER,JM,DIC,last seen by DIC 25Jul18 last seen by EK 26Jul18,DAY ESTIMATE,1998-07-09,REDUCED MC ASSOCIATION,SIBLING BIRTH,MIDPOINT,JM,,YES,"BASED ON LAST BP SIGHTING (SURVEY AND FOLLOW) AND WHEN SHC NOT BP ANYMORE (FOLLOW DATA, BUT CONSISTENT WITH SURVEY SIGHITNGS- SUR ALONE AND SHC NOT IN BP); WEANED LATE JUN OR EARLY JUL 98",2007,
SHD,SHADOW,False,MALE,HIGH,SUR,,,haplotype assigned based on haplotype of mother,A,,,,,,DAY ESTIMATE,1992-12-16,,,INFANT FIRST SIGHT,,DIC,,RIGHT TILTED DORSAL FIN,DAY ESTIMATE,1993-03-08,DEAD PREWEANING,,MIDPOINT,DIC,,,,,,,,,,DIED PREWEANING,,1992,
SHE,SHEENA,False,FEMALE,LOW,,,,,,,,,,,YEAR ESTIMATE,1979-11-01,,,91CAT,ASSIGNED 10 YRS,,,Photos do not help with age estimation.,YEAR ESTIMATE,1993-05-01,RARELY SIGHTED,,DEFAULT DATE,EK,JM,Not distinctive. Likely changed fin. No surveys.,,,,,,,,,,2004,
SHK,SHARKY,False,MALE,HIGH,,,,,E,,,,,,YEAR ESTIMATE,1972-11-01,1970-11-01,1975-11-01,SSSS,91CAT,EK,JM,,MONTH ESTIMATE,2007-05-01,SIGHTED OFTEN PREVIOUSLY,,DEFAULT DATE,EK,JM,,,,,,,,,,,2006,
SHL,SHALE,False,MALE,HIGH,THO,,,,,,,,,,MONTH ESTIMATE,1995-11-01,1995-09-01,1996-02-01,SSSS,,EK,JM,"Shale with Thorn but not a yoy on 11-Feb-97, JM calls older juvie on 3-Nov-99.",YEAR ESTIMATE,2010-05-01,SIGHTED OFTEN PREVIOUSLY,,DEFAULT DATE,EK,JM,,YEAR ESTIMATE,1995-05-01,REDUCED MC ASSOCIATION,,DEFAULT DATE,VF,JM,,Shale seen without Thorn 21-Oct-99,2007,
SHO,SHOUT,False,FEMALE,HIGH,SCU,,,,E,,,,,,YEAR ESTIMATE,1989-11-01,,,MOTHER FIRST SIGHT WITH CALF,,JM,,LARGE CALF IN 1991- JUDGING FROM PHOTO IN CATALOGUE (JM),,,,,,,,,YEAR ESTIMATE,1993-05-01,REDUCED MC ASSOCIATION,,DEFAULT DATE,JM,,NO,,2007,
SHR,SHRIMP,False,UNKNOWN,,GMP,,,maternal relative,H,,,,,,WEEK ESTIMATE,2014-01-01,2013-12-15,2014-01-15,INFANT FIRST SIGHT,,JM,,Looks tiny when seen 12Mar14 by CCC. No fetal lines.,YEAR ESTIMATE,2018-05-01,SIGHTED OFTEN PREVIOUSLY,,DEFAULT DATE,JM,VF,Last seen 17-Oct-17 and sighted often previously,WEEK ESTIMATE,2017-06-15,REDUCED MC ASSOCIATION,,MIDPOINT,JM,,YES,,,
SHV,SHIVER,False,MALE,HIGH,SUR,,,haplotype assigned based on haplotype of mother,A,,,,,,DAY ESTIMATE,2006-11-30,,,INFANT FIRST SIGHT,,DIC,,,,,,,,,,,WEEK ESTIMATE,2010-07-15,,,OTHER,JM,,YES,15-Jul-10 is when SHV stopped coming into the beach consistently with SUR,,
SHY,SHIRLEY,False,UNKNOWN,,BOJ,,,,,,,,,,MONTH ESTIMATE,2008-04-01,2008-03-01,2008-04-15,,,JM,,,,,,,,,,"2010 sighting ambiguous whether or not calf was there, so unsure whether dead or weaned",MONTH ESTIMATE,2013-05-01,GAP,GAP,DEFAULT DATE,EK,JM,YES,"Although a gap, SHY seen alive postweaning in 2017.",,"very tiny yoy, estimated 3 mos at first sight"
SIC,SICKLEFIN,False,MALE,HIGH,,,,,,,,,,,YEAR ESTIMATE,1974-11-01,1973-11-01,1976-11-01,91CAT,SSSS,EK,JM,"1987 photo of his ventrum show class 3 specks gen so we think he was a little older than 1977, his originally assigned bday.",DAY ESTIMATE,1989-02-15,SIGHTED OFTEN PREVIOUSLY,,OTHER,JM,,Septicemia incident in Feb 1989. Need to check ranger journals for exact dates.,,,,,,,,,,1989,
SIF,SKIFF,False,,,LIF,,,,,,,,,,MONTH ESTIMATE,2003-11-01,,,SPRING SUMMER YOY,,JM,,NO MENTION OF SIZE,WEEK ESTIMATE,2004-11-01,SIBLING BIRTH,,,JM,,SIF must have died soon after last sighting for mother to become pregnant with Lance,,,,,,,,DIED PREWEANING,,2004,
SIG,SIGMA,False,FEMALE,HIGH,,,,,,,,,,,YEAR ESTIMATE,1978-11-01,,,REPRODUCTIVE AGE,91CAT,,,Photos too poor to get better age estimate.,YEAR ESTIMATE,1995-05-01,RARELY SIGHTED,OVER 3 YEARS,DEFAULT DATE,JM,,SIGMA is distinctive but was only seen in 1991. Given 3 years after last sighting date. We do not have good age estimate either.,,,,,,,,,,1991,
SIL,SILICA,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN,SINE,False,,,,,,,,,,,,,,1979-11-01,,,REPRODUCTIVE AGE,91CAT,,,,,,,,,,,,,,,,,,,,,1997,
SIR,SIRIUS,False,,,VEN,,,,,,,,,,DAY ESTIMATE,1990-11-01,,,INFANT FIRST SIGHT,,JM,,NO SIZE INFORMATION,WEEK ESTIMATE,1990-12-23,DEAD PREWEANING,,MIDPOINT,JM,,,,,,,,,,DIED PREWEANING,,1990,
SIS,SISLEY,False,MALE,HIGH,,,,,A,,,,,,YEAR ESTIMATE,1987-11-01,1982-11-01,1989-11-01,SSSS,ALLIANCE,EK,JM,A few specks high on lat near DF in 2009.,,,,,,,,,,,,,,,,,,2006,
SIT,SPIRIT,False,MALE,HIGH,PHA,NAT,LOW,SNPs one parent,A,,,,,,MONTH ESTIMATE,2003-11-01,,,SPRING SUMMER YOY,,BLS,,CHECK BLS 04 DATA. First sighting should be 30-May-2004 by BLS.,,,,,,,,,MONTH ESTIMATE,2007-09-16,REDUCED MC ASSOCIATION,SIBLING BIRTH,MIDPOINT,JM,,YES,"CHECCONIS SAW OPERA ON DEC 22, 2007 SO ASSUME SPIRIT WEANED BEFORE!",2006,first sighting by JJW
SIZ,SIZZLA,False,UNKNOWN,,REG,,,,D,,REG,,,,WEEK ESTIMATE,2018-04-01,2018-03-15,2018-04-15,INFANT FIRST SIGHT,,,,Garth saw on 12Jun18 and JM saw 17Jun18. We did not have a way to enter him as observer. Had fetal lines and estimated 2 to 3 months.,,,,,,,,,,,,,,,,,,,
SKA,SKARMOM,False,FEMALE,HIGH,,,,,,,,,,,YEAR ESTIMATE,1964-11-01,1959-11-01,1964-11-01,REPRODUCTIVE AGE,SSSS,EK,JM,Has some speckles on her DF in 1984 so probably between 20 to 25 then.,YEAR ESTIMATE,1988-05-01,RARELY SIGHTED,OVER 3 YEARS,DEFAULT DATE,JM,,We do not have any sightings in dbase because RAS saw her in 1984. Never seen again and distinctive enough that we might have picked it up. So given death date 3 years after default date for sighting in 1984.,,,,,,,,,,1994,
SKC,SKETCH,False,,,ETC,,,,,,,,,,MONTH ESTIMATE,2000-11-01,,,SPRING SUMMER YOY,,JM,,NO SIZE INFORMATION,,,,,,,,,MONTH ESTIMATE,2006-02-20,,MOTHER CALF NOT SIGHTED SINCE,MIDPOINT,SAS,,YES,,2003,
SKD,SQUIDKID,False,,,SPO,,,haplotype assigned based on haplotype of mother,H,,,,,,WEEK ESTIMATE,2002-04-24,,,INFANT FIRST SIGHT,,JM,,ABOUT 1 MONTH,MONTH ESTIMATE,2002-10-02,,,MIDPOINT,JM,,,,,,,,,,DIED PREWEANING,,2002,
SKE,SKEET,False,MALE,LOW,,,,,,,,,,,YEAR ESTIMATE,1986-11-01,1981-11-01,1986-11-01,ASSIGNED 10 YRS,,EK,JM,Do not have good speckle info.,YEAR ESTIMATE,2011-05-01,OVER 3 YEARS,,DEFAULT DATE,EK,JM,,,,,,,,,,,2004,
SKF,SKRUFF,False,FEMALE,HIGH,UHF,HII,HIGH,,A,,,,,,MONTH ESTIMATE,1994-11-01,,,SPRING SUMMER YOY,,JM,,NO SIZE INFORMATION,,,,,,,,,WEEK ESTIMATE,1998-05-21,REDUCED MC ASSOCIATION,SIBLING BIRTH,MIDPOINT,JM,,YES,Y MIDPOINT BASED ON LAST BP (SURVEY) AND THEN SKF ALONE (SURVEY) TOGETHER ON AND OFF AFTER,2007,
SKI,SKINI,False,MALE,HIGH,MIN,,,,A,,,,,,YEAR ESTIMATE,1983-11-01,,,MOTHER FIRST SIGHT WITH CALF,,RAS,,FAIRLY BIG AT FIRST SIGHT,MONTH ESTIMATE,2009-05-01,SIGHTED OFTEN PREVIOUSLY,,DEFAULT DATE,EK,JM,,YEAR ESTIMATE,1989-01-04,,REDUCED MC ASSOCIATION,MIDPOINT,JM,,NO,"UNSURE BIRTH YEAR, ESTIMATE FROM 83",2007,
SKM,SKIMP,False,,,SRP,,,,,,,,,,MONTH ESTIMATE,1998-11-01,,,SPRING SUMMER YOY,,JM,,MENTIONED LOOKS LIKE YOY IN AUG SIGHTING,YEAR ESTIMATE,2001-10-15,SIGHTING RECORD POOR,GAP,,JM,,,,,,,,,,NO,PHOTO OF SCRAPE IN CAT. FROM MRH 24 JUN 96 LT3; COULD HAVE HAD CALF A THAT TIME OR NOT,1999,
SKP,SKIP,False,,,JUM,,,haplotype assigned based on haplotype of mother,D,,,,,,YEAR ESTIMATE,1997-11-01,,,MOTHER FIRST SIGHT WITH CALF,,JM,,"NO MENTION OF SIZE; JUMP HERDED IN 00, SO CALF PROBABLY 2-3 YRS; <=SPRING 99-PROBABLY 97",MONTH ESTIMATE,2005-05-01,SIGHTED OFTEN PREVIOUSLY,,DEFAULT DATE,EK,JM,Distinctive fin.,YEAR ESTIMATE,2001-04-13,REDUCED MC ASSOCIATION,,MIDPOINT,JM,,NO,BIRTHDATEUNKNOWN,2004,
SKR,SKRUB,False,FEMALE,HIGH,,,,,H,,,,,,YEAR ESTIMATE,1977-11-01,1976-11-01,1978-11-01,SSSS,REPRODUCTIVE AGE,EK,JM,,YEAR ESTIMATE,2013-05-01,OVER 3 YEARS,,DEFAULT DATE,EK,JM,Had a 2 year gap in sightings but otherwise consistently seen.,,,,,,,,,,2007,
SKT,SKATE,False,MALE,HIGH,SCT,,,,C,,,,,,YEAR ESTIMATE,1999-11-01,,,GAP,,JM,,NO SIZE INFORMATION,,,,,,,,,YEAR ESTIMATE,2003-07-06,,REDUCED MC ASSOCIATION,MIDPOINT,JM,,NO,MIDPOINT,2004,
SKW,SQUALL,False,FEMALE,HIGH,,,,,,,,,,,YEAR ESTIMATE,1983-11-01,1981-11-01,1983-11-01,REPRODUCTIVE AGE,SSSS,EK,JM,Might have some DF speckles in 2001 but we do not have good photos.,YEAR ESTIMATE,2016-05-01,OVER 3 YEARS,,DEFAULT DATE,JM,VF,Last seen 1-May-16 and over 30yrs old now,,,,,,,,,,2004,
SLA,SLASH,False,MALE,HIGH,,,,,,,,,,,YEAR ESTIMATE,1965-11-01,1965-11-01,1968-11-01,SSSS,91CAT,EK,JM,,MONTH ESTIMATE,1992-05-01,SIGHTED OFTEN PREVIOUSLY,,DEFAULT DATE,EK,JM,,,,,,,,,,,1991,
SLD,SLIDER,False,MALE,HIGH,,,,,C,,,,,,YEAR ESTIMATE,1980-11-01,1977-11-01,1982-11-01,SSSS,,EK,JM,Originally assigned 10 years default but speckles indicate older.,YEAR ESTIMATE,2010-05-01,OVER 3 YEARS,,DEFAULT DATE,EK,JM,,,,,,,,,,,2004,
SLE,SILHOUETTE,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLI,SLICE,False,FEMALE,HIGH,,,,,A,,,,,,YEAR ESTIMATE,1979-11-01,1977-11-01,1979-11-01,SSSS,REPRODUCTIVE AGE,EK,JM,Was juvenile when first sighted in 1985.,YEAR ESTIMATE,2013-11-01,SIGHTED OFTEN PREVIOUSLY,OVER 3 YEARS,DEFAULT DATE,EK,JM,Had some one year gaps in sightings.,,,,,,,,,,2007,
SLL,SILLY,False,,,WYL,,,haplotype assigned based on haplotype of mother,E,,,,,,MONTH ESTIMATE,1993-11-01,,,SPRING SUMMER YOY,,JM,,"YOY, ESTIMATED 5-6 MOS",WEEK ESTIMATE,1994-06-16,DEAD PREWEANING,,MIDPOINT,JM,,,,,,,,,,DIED PREWEANING,,1994,
SLM,SLIM,False,,,,,,,,,,,,,,1984-11-01,,,ASSIGNED 10 YRS,,,,,,,,,,,,,,,,,,,,,,1994,
SLN,SLYTHERIN,False,MALE,LOW,,,,,,,,,,,YEAR ESTIMATE,1989-11-01,1985-11-01,1993-11-01,ASSIGNED 10 YRS,,JM,,,,,,,,,,,,,,,,,,,,,gave sln same age as SPN b/c often sighted together. need to check 1997 sightings of juvie that hung out with spn and arn because could be sln
SLO,SLOOPY,False,MALE,HIGH,,,,,,,,,,,,1991-11-01,,,SSSS,,,,,,,,,,,,,,,,,,,,,,2006,
SLP,SLEEPER,False,MALE,LOW,,,,,,,,,,,YEAR ESTIMATE,1992-11-01,,,SSSS,,JM,,,,,,,,,,,,,,,,,,,,,
SLT,SPLINTER,False,FEMALE,HIGH,SLI,,,haplotype assigned based on haplotype of mother,A,,,,,,MONTH ESTIMATE,1992-11-01,1992-09-01,1993-01-01,SPRING SUMMER YOY,,JM,,YOY- AS DESCRIBED- SMALL,,,,,,,,,MONTH ESTIMATE,1996-06-01,,SIBLING BIRTH,DEFAULT DATE,JM,,YES,"A GUESS BASED ON DICE BIRTH, BUT LARGE GAP, COULD HAVE BEEN WEANED A YEAR EARLIER",2004,
SLU,SLURP,False,MALE,HIGH,MUN,,,haplotype assigned based on haplotype of mother,E,,,,,,WEEK ESTIMATE,1988-10-01,,,INFANT FIRST SIGHT,,RCC,,BIGGER THAN OTHER NEW BABIES,MONTH ESTIMATE,1989-08-01,SIBLING BIRTH,,,JM,,Pregnancy with mayhem by 1-Oct.,,,,,,,,DIED PREWEANING,,1989,
SLV,SLIVER,False,FEMALE,HIGH,SLI,,,haplotype assigned based on haplotype of mother,A,,,,,,MONTH ESTIMATE,1999-11-01,,,SPRING SUMMER YOY,,JM,,YOY,YEAR ESTIMATE,2011-05-01,SIGHTED OFTEN PREVIOUSLY,OVER 3 YEARS,DEFAULT DATE,EK,JM,"Very likely gone as we have been looking for her, but her fin is subtle so possibly changed.",DAY ESTIMATE,2003-08-02,REDUCED MC ASSOCIATION,SIBLING BIRTH,MIDPOINT,JM,,YES,DROPPED TO 50% AFTER JUL-27-03,2007,
SLY,SLY,False,MALE,HIGH,,,,,,,,,,,YEAR ESTIMATE,1977-11-01,1957-11-01,1977-11-01,91CAT,ALLIANCE,EK,JM,No speckle info.,YEAR ESTIMATE,1998-05-01,SIGHTED OFTEN PREVIOUSLY,,DEFAULT DATE,EK,JM,,,,,,,,,,,1997,
SMB,SMIBE,False,FEMALE,HIGH,,,,,A,,,,,,YEAR ESTIMATE,1973-11-01,1968-11-01,1978-11-01,SSSS,,EK,,Based on DF speckles older than original estimate of 1978 bday.,YEAR ESTIMATE,2012-05-01,OVER 3 YEARS,,DEFAULT DATE,EK,,Two year gap in sightings.,,,,,,,,,,2004,
SMC,SMOOCH,False,UNKNOWN,,LIC,,,maternal relative,A,,,,,,DAY ESTIMATE,2017-11-02,2017-10-31,2017-11-03,INFANT FIRST SIGHT,,JM,,"has whiskers 7Nov when Caitlin saw. Also cups, all ech and very distinct fetal folds. Lumpy based on photos.",DAY ESTIMATE,2017-11-19,DEAD PREWEANING,,MIDPOINT,CBK,,LIC had shark bite marks that were new on 23Nov17. SMC seemed healthy so strongly suspect shark attack.,,,,,,,,,,,Caitlin saw Smooch on 7Nov17. Photos from the 7th so still quite lumpy.
SME,SMELT,False,MALE,HIGH,BLB,,,,H,,,,,,YEAR ESTIMATE,1989-11-01,1987-11-01,1990-11-01,GAP,,JM,VF,"SME was misidentified by MRH in 1997 who thought it was BOMs calf, but was sighted as independent before BOM even identified (in 1996). Genetics clears up misID and SME is BLB offspring born much earlier based on speckles and sibling births would be circa 1989 based on SSSS.",,,,,,,,,MONTH ESTIMATE,1993-05-01,GAP,SIBLING BIRTH,DEFAULT DATE,JM,,NO,"Because bday uncertain, weaning age not known even though wean date is month estimate. BLB assigned as mother based on genetics and SSSS assigned bday. Must have been weaned in 1993 before SEV birth. The May dates are not real but are assigned because we cannot leave dates blank.",2007,
SMF,SMURF,False,MALE,HIGH,CCO,,,,,,,,,,YEAR ESTIMATE,1999-11-01,1998-11-01,1999-11-01,,,JM,,,,,,,,,,,YEAR ESTIMATE,2003-08-30,,,MIDPOINT,JM,,NO,,,"no age info at 1st sight but 23-Jul-02 ""largest calf in the group"""
SMI,SMIRK,False,MALE,HIGH,QUI,,,,,,,,,,MONTH ESTIMATE,1994-01-01,,,INFANT FIRST SIGHT,,JM,,2-3 MNTHS; FETAL MARKS - VERY FAINT LINES; NORMAL SURFACING TYPE; LONGEST BP DURATION = 1-5 MIN,YEAR ESTIMATE,1995-05-01,,MOTHER CALF NOT SIGHTED SINCE,DEFAULT DATE,JM,,both might be dead,,,,,,,,NO,BOTH MIGHT BE DEAD,1994,
